id,upc,product_name,brand_name,recall_date,reason,source,severity,distribution_pattern,plain_language_summary,created_at
98,947761023037,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
99,,havarti cheese packaged as a amish classics deli made ez havarti mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
100,,provolone cheese salame packaged as a sutters quality foods provolone salame item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
101,,nsm extra fine granulated sugar national sugar marketing llc,National Sugar Marketing LLC,2/9/17,Foreign material (rubber) detected in product.,fda,Class II,[GA],,4/8/26
102,52548592417,7 eleven mantecada muffin 4 upc 05254859241 7 in clear flexible plastic distributed by 7 eleven inc irving tx 750634 bak ez,Bak EZ,2/24/17,Undeclared Allergen: Milk,fda,Class I,"[CA, IL]",,4/8/26
103,,"pan pita with soynut butter spread on top greater miami caterers, inc.","Greater Miami Caterers, Inc.",3/9/17,Possible contamination with E. coli O157,fda,Class I,[FL],,4/8/26
104,,"half wheat sandwich with soynut butter spread and jelly served on tray manufactured by greater miami caterers greater miami caterers, inc.","Greater Miami Caterers, Inc.",3/9/17,Possible contamination with E. coli O157,fda,Class I,[FL],,4/8/26
105,,"portion cup of soynut butter served with other food items such as milk yogurt raisins and gold fish crackers labeled and served on tray manufactured by greater miami caterers greater miami caterers, inc.","Greater Miami Caterers, Inc.",3/9/17,Possible contamination with E. coli O157,fda,Class I,[FL],,4/8/26
106,,"whole wheat sandwich with soynut butter spread and jelly served on tray manufactured by greater miami caterers greater miami caterers, inc.","Greater Miami Caterers, Inc.",3/9/17,Possible contamination with E. coli O157,fda,Class I,[FL],,4/8/26
107,,"soynut butter repackaged into smaller containers and labeled container amounts vary according to how servings are needed per order each serving size is greater miami caterers, inc.","Greater Miami Caterers, Inc.",3/9/17,Possible contamination with E. coli O157,fda,Class I,[FL],,4/8/26
108,,"turkey wedge sandwich prepared by gourmet classic salads gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
109,,"black forest ham and cheddar sandwiches prepared by gourmet classic salads gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
110,,"roast beef sandwich prepared by gourmet classic salads gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
111,,"ham and turkey 12 sub prepared by gourmet classic salads 240 e bullard ave lake wales fl 33853 gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
112,,"italian sub prepared by gourmet classic salads gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
113,,"ham cheddar sandwiches prepared by gourmet classic salads gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
114,,"italian sub 12 prepared by gourmet classic salads 240 e bullard ave lake wales fl 33853 gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
115,,"turkey and havarti sandwiches prepared by gourmet classic salads gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
116,,"cuban sandwich prepared by gourmet classic salads gourmet classic salads, inc.","Gourmet Classic Salads, Inc.",3/20/17,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,fda,Class I,[FL],,4/8/26
117,10374181236,"denali original moose tracks cheesecake the father's table, llc","The Father's Table, LLC",5/9/17,Cheesecake has incorrect rear label.  The rear label is for Pumpkin Swirl Cheesecake which lacks peanut allergen declaration.,fda,Class III,"[FL, GA]",,4/8/26
118,856624004173,kite hill mushroom and ricotta ravioli frozen ravioli made with almond milk ricotta lyrical foods inc,Lyrical Foods Inc,5/11/17,Ingredient statement for Lyrical Foods Mushroom and Ricotta Flavor Ravioli does not include the ingredient of garlic.,fda,Class II,"[MD, MA, CA, FL, IN, WA, TX]",,4/8/26
119,896211002359,"de mi pais queso fresco whole milk cheese global garlic, inc.","Global Garlic, Inc.",5/11/17,Product contaminated with Listeria monocytogenes,fda,Class I,"[FL, IL, KY, LA, NC]",,4/8/26
120,,"queso fresco x barra whole milk cheese global garlic, inc.","Global Garlic, Inc.",5/11/17,Product contaminated with Listeria monocytogenes,fda,Class I,"[FL, IL, KY, LA, NC]",,4/8/26
121,10300808947,emerald brand glazed walnuts snyder's-lance inc.,Snyder's-Lance Inc.,2/21/18,"Snyder's Lance is voluntarily recalling 6.5 oz. Emerald brand walnuts due to the presence of undeclared peanuts, almonds, cashews, and pecans.",fda,Class II,[USA],,4/8/26
122,10300930648,emerald brand glazed walnuts snyder's-lance inc.,Snyder's-Lance Inc.,2/21/18,"Snyder's Lance is voluntarily recalling 6.5 oz. Emerald brand walnuts due to the presence of undeclared peanuts, almonds, cashews, and pecans.",fda,Class II,[USA],,4/8/26
123,75616543326,maurice s honey southern gold bbq sauce piggie park enterprises inc,Piggie Park Enterprises Inc,3/6/18,Undeclared soy and wheat ingredients,fda,Class I,"[SC, FL, WA, KS, GA, NC, TX, TN, OH, MT, AL]",,4/8/26
124,75616543838,maurice s honey southern gold bbq sauce piggie park enterprises inc,Piggie Park Enterprises Inc,3/6/18,Undeclared soy and wheat ingredients,fda,Class I,"[SC, FL, WA, KS, GA, NC, TX, TN, OH, MT, AL]",,4/8/26
125,,shell eggs packaged in quantities and styles of pack plastic and pulp cartons flats and boxes rose acre farm,ROSE ACRE FARM,4/13/18,Shell eggs have the potential to be contaminated with Salmonella Braenderup.,fda,Class I,"[MS, NJ, GA, VA, FL, NH, NY, AL, NC, CT, MD, UT, SC]",,4/8/26
126,41498131289,happy harvest leaf spinach mccall farms inc,Mccall Farms Inc,4/19/18,Canned spinach is being recalled due to the potential to contain boiled peanuts instead of spinach.,fda,Class I,"[FL, GA, IA, IL, IN, KY, MI, MN, NC, OH, SC, SD, TN, VA, WV]",,4/8/26
127,,"heritage shortbreaad lemon infused ingredients enriched flour pasteurized cream milk sugar salt pure crystallized ginger organic ground ginger mfg by heritage shortbread inc hilton head island sc heritage short bread, inc.","Heritage Short Bread, Inc.",5/1/18,During a South Carolina State Department inspection the firm was notified that the label did not list wheat as an ingredient.,fda,Class II,"[CT, UT]",,4/8/26
128,,pious lion pure premium potent limited release pink bali pious lion,Pious Lion,5/18/18,The firm was notified by the North Carolina Dept. of Agriculture that the product contains Salmonella.,fda,Class I,"[NC, TN]",,4/8/26
129,,pious lion pure premium potent white maeng da bright uplifting energy pious lion,Pious Lion,5/18/18,The firm was notified by the North Carolina Dept. of Agriculture that the product contains Salmonella.,fda,Class I,"[NC, TN]",,4/8/26
130,700443888226,lyfetrition live life nutritiously vitamin b absonutrix,Absonutrix,6/11/18,The firm was informed that the product did not contain vitamin B12 (Methylcobalamyn) as listed on the label.,fda,Class III,"[AL, CA, FL, GA, IL, IN, KY, MD, MA, MO, MT, NV, NJ, NY, NC, OH, OK, PA, TN, TX, UT, VA]",,4/8/26
131,,"dry roasted medium chop peanut granules peanut processors, inc.","Peanut Processors, Inc.",6/19/18,The firm was notified by their customer that the product test positive for Salmonella,fda,Class I,"[AR, FL, IA, IN, NC]",,4/8/26
132,,"dry roasted peanut meal peanut processors, inc.","Peanut Processors, Inc.",6/19/18,The firm was notified by their customer that the product test positive for Salmonella,fda,Class I,"[AR, FL, IA, IN, NC]",,4/8/26
133,748829049465,pink lemonade cookies byrd s famous cookies byrd cookie co,Byrd Cookie Co,7/3/18,Red 40 & Red 3 were not listed in the ingredients statement,fda,Class III,"[AL, CA, GA, OH, OK, PA]",,4/8/26
134,,naturipe blueberries individual quick frozen mbg marketing,MBG Marketing,7/12/18,The product tested positive for Salmonella.,fda,Class I,[NY],,4/8/26
135,,"peanut paste butter bulk tankers peanut processors, inc.","Peanut Processors, Inc.",7/20/18,The firm was notified by a customer that the product test positive for Salmonella,fda,Class I,"[AR, TN]",,4/8/26
136,,sprite 12 355 contains phenylalanine caffeine free the coca cola company for consumer information call 1 800 438 2653 upc 0 496120 4 coca cola bottling compan,COCA COLA BOTTLING COMPAN,9/12/18,Product contains plastic material.,fda,Class II,"[IL, IN, KY, MI, OH, WV]",,4/8/26
137,,no sugar no calories diet coke coca cola bottling compan,COCA COLA BOTTLING COMPAN,9/12/18,Product contains plastic material.,fda,Class II,"[IL, IN, KY, MI, OH, WV]",,4/8/26
138,,caffeine free diet coke coca cola bottling compan,COCA COLA BOTTLING COMPAN,9/12/18,Product contains plastic material.,fda,Class II,"[IL, IN, KY, MI, OH, WV]",,4/8/26
139,810509011526,"pre proof danish bake one, inc.","Bake One, Inc.",10/5/18,The firm found what appeared to be plastic in the product.,fda,Class II,"[GA, IN, LA, MN, MO, NC, OH, OK, TX, WY]",,4/8/26
140,856149005099,"ladyfingers gourmet to go signature shaved country ham rolls one dozen per package ladyfingers catering, llc","Ladyfingers Catering, LLC",10/5/18,The firm was notified by their vendor that the product may be contaminated with Listeria monocytogenes.,fda,Class I,"[CA, DE, GA, NC, NY, SC, VA, DC]",,4/8/26
141,,"house blend barbecue sauce ingredients contains diamond crystal brands, inc.","Diamond Crystal Brands, Inc.",10/15/18,"During a label check the firm noticed that the product was shipped with the incorrect label. The label is missing the following ingredients: Soybean Oil, Onion Powder & EDTA.",fda,Class II,"[CA, GA, IL, LA, MA, MI, NC, NJ, OH, PA, TN]",,4/8/26
142,41498151171,fit active southwest veggie stuffed sandwiches j&j snack foods handheld corp,J&J Snack Foods Handheld Corp,10/29/18,The firm was notified by their supplier that the vegetables used in the product were possibly contaminated with Listeria monocytogenes and Salmonella.,fda,Class II,"[CT, FL, GA, MD, NY, OH, PA]",,4/8/26
143,20735135204,turkey hill vanilla bean premium ice cream,"Harris Teeter Supermarkets, LLC dba Hunter Farms",11/15/18,"Package did not contain Vanilla Bean Ice Cream but Cotton Candy Ice Cream, which contains soy lecithin that is not listed on the Vanilla Bean label.",fda,Class II,[PA],,4/8/26
144,67062212172,"lunch box sandwiches ham cheese croissant grand strand sandwich company,inc.","Grand Strand Sandwich Company,Inc.",1/4/19,Products may be contaminated with Listeria monocytogenes.,fda,Class II,"[NC, SC]",,4/8/26
145,67068121108,"lunch box sandwiches ham cheese grand strand sandwich company,inc.","Grand Strand Sandwich Company,Inc.",1/4/19,Products may be contaminated with Listeria monocytogenes.,fda,Class II,"[NC, SC]",,4/8/26
146,67068122228,"lunch box sandwiches italian sub grand strand sandwich company,inc.","Grand Strand Sandwich Company,Inc.",1/4/19,Products may be contaminated with Listeria monocytogenes.,fda,Class II,"[NC, SC]",,4/8/26
147,611138287920,"acid rain ass kicking fat destroyer apocalypse labz nexagen, llc","Nexagen, LLC",5/28/19,Product contains insufficient Higenamine and the label incorrectly declares Cayenne Pepper (CapsiMax) and Choline Bitartrate.,fda,Class II,"[AL, FL, GA, NM, TN, TX]",,4/8/26
148,51933347847,tipton grove frozen mixed berries riverside foods llc,Riverside Foods Llc,5/31/19,The firm was informed by their customer that a random sample tested by the FDA test positive for norovirus.,fda,Class II,"[FL, GA, SC, NC, NY, TN, TX, WI]",,4/8/26
149,78742431017,great value blackberries riverside foods llc,Riverside Foods Llc,5/31/19,The firm was informed by their customer that a random sample tested by the FDA test positive for norovirus.,fda,Class II,"[FL, GA, SC, NC, NY, TN, TX, WI]",,4/8/26
150,,"frozen yellowfin tuna product of vietnam packaged under the following brands and cuts tidal seafood tuna round steak size truong phu xanh co.,","Truong Phu Xanh Co.,",9/10/19,Elevated histamine levels.,fda,Class II,"[FL, RI, CA, NJ]",,4/8/26
151,650305010459,"nana s been a nut bread gullah gourmet, inc.","Gullah Gourmet, Inc.",10/4/19,The product ingredient statement does not list walnuts in the product.,fda,Class II,"[AL, FL, GA, IN, KY, LA, MD, MN, MS, NC, NY, OH, PA, SC, TN, VA]",,4/8/26
152,72036430304,premium selections chocolate satisfaction ice cream,"Harris Teeter Supermarkets, LLC dba Hunter Farms",10/17/19,The firm discovered that the allergen soy was not declared in the ingredient statement or allergen declaration.,fda,Class II,"[AL, NC, VA]",,4/8/26
153,72036511515,mint chocolate chip ice cream,"Harris Teeter Supermarkets, LLC dba Hunter Farms",10/17/19,The firm discovered that the allergen soy was not declared in the ingredient statement or allergen declaration.,fda,Class II,"[AL, NC, VA]",,4/8/26
154,72036981790,smooth creamy take the cake ice cream,"Harris Teeter Supermarkets, LLC dba Hunter Farms",10/17/19,The firm discovered that the allergen soy was not declared in the ingredient statement or allergen declaration.,fda,Class II,"[AL, NC, VA]",,4/8/26
155,737094015374,mint chip old fashioned ice cream,"Harris Teeter Supermarkets, LLC dba Hunter Farms",10/17/19,The firm discovered that the allergen soy was not declared in the ingredient statement or allergen declaration.,fda,Class II,"[AL, NC, VA]",,4/8/26
156,741643037878,mint chocolate chip ice cream,"Harris Teeter Supermarkets, LLC dba Hunter Farms",10/17/19,The firm discovered that the allergen soy was not declared in the ingredient statement or allergen declaration.,fda,Class II,"[AL, NC, VA]",,4/8/26
